,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2015
10,M. Özil,Mesut Özil,26,183,76,Germany,Arsenal,87,88,Left,4,2,4,Medium/Low,Lean,#Playmaker  ,CAM,,2013-09-02,LM,72.0,74.0,86.0,24.0,57.0,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",80,74,54,87,77,86,84,79,80,90,77,68-3,84,87,70-6,70,52-1,64,56+1,75,54,24,83+2,92,76,,22,16-9,19-6,6,14,10,6,14,45.6
11,S. Agüero,Sergio Agüero,27,172,74,Argentina,Manchester City,87,87,Right,4,4,4,High/Medium,Normal,"#Dribbler, #Acrobat, #Clinical Finisher",ST,,2011-07-28,ST,89.0,87.0,89.0,23.0,68.0,,,,,,,"Injury Prone, Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only)",70,90,68,83-1,85,89,82,72,63,89,92,86+2,86,87+1,90,85,76,69,71+1,81+1,57,24,90,83,83,,13-12,20,12-13,13,15,6,11,14,62.7
12,Sergio Ramos,Sergio Ramos,29,183,75,Spain,Real Madrid,87,87,Right,4,3,3,High/Medium,Normal,"#Tackling , #Tactician ",LCB,,2005-08-01,LCB,79.0,63.0,69.0,87.0,81.0,,,,,,,"Leadership, Power Header",74,60+1,86,76,66+11,57+5,73,68+4,70,83,78-1,79,82-2,82,60,77+6,91,81-1,80,55,83,88+1,52,63,68,,85,89,90,11,8,9,7,11,48.45
13,L. Modrić,Luka Modric,29,174,65,Croatia,Real Madrid,87,87,Right,4,4,4,High/Medium,Lean,"#Dribbler, #Playmaker  , #Acrobat",LDM,,2012-08-01,,76.0,75.0,89.0,71.0,68.0,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",78,71,55,86-2,75,86,79-3,77-2,83-3,92,78,74,93,88,94,73+1,67,86,61-5,82,62,73,79,89,80,,69,75,73,13,9,7,14,9,59.85
14,P. Pogba,Paul Pogba,22,188,80,France,Juventus,86,92,Right,4,4,4,High/Medium,Lean,"#Distance Shooter, #Strength",LCM,,2012-07-01,CAM,77.0,80.0,86.0,74.0,88.0,,,,,,,"Dives Into Tackles (CPU AI Only), Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",76+3,70,72-12,85,84,88,82-1,80+15,81+1,89-1,75,79+2,75-4,86+7,61+1,91+2,85-2,87,91+1,91,80-2,71+2,83+4,86+1,76+9,,71+9,77-1,83+2,5,6,2,4,3,59.85
15,T. Courtois,Thibaut Courtois,23,199,88,Belgium,Chelsea,86,90,Left,3,3,1,Medium/Medium,Courtois,,SUB,,2011-07-26,GK,,,,,,84.0,87.0,69.0,88.0,49.0,86.0,GK Long Throw,14-11,14-11,13-12,32,12-13,13-12,19-6,11-14,31,23,46,52,61,81,45,36,68,38,70,17-8,23,15-10,13-12,44+19,27,,11-14,18-7,16-9,84,87,69,86,88,37.05
16,K. De Bruyne,Kevin De Bruyne,24,181,76,Belgium,Manchester City,86,89,Right,3,5,4,High/Medium,Normal,#Playmaker  ,CAM,,2015-08-30,RM,77.0,83.0,84.0,40.0,75.0,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",90+10,82,53,88+1,82+1,85,78+2,77,82,86,76-1,78,78-1,87+2,75-4,84,65,85,73-2,85-1,68+5,52,83,88,77+2,,30-7,39,40,15,13,5,10,13,47.88
17,K. Benzema,Karim Benzema,27,187,79,France,Real Madrid,86,88,Right,4,4,4,Medium/Low,Normal,#Poacher,ST,,2009-07-01,RS,83.0,84.0,81.0,22.0,75.0,,,,,,,"Beat Offside Trap, Finesse Shot",75,88,78,86+2,77,82,79,73,47,86,82-1,84,75-4,83,60-11,83,70-1,76+2,78,78,65,22,87,83+2,82,,13-12,15-10,12-13,13,11,5,5,7,57.0
18,M. Hummels,Mats Hummels,26,191,92,Germany,Borussia Dortmund,86,88,Right,4,3,2,High/Medium,Normal,"#Aerial Threat, #Tackling , #Tactician , #Strength, #Complete Defender",LCB,,2009-07-01,LCB,64.0,58.0,70.0,88.0,77.0,,,,,,,"Avoids Using Weaker Foot, Leadership, Long Passer (CPU AI Only), Playmaker (CPU AI Only)",64,55-2,90-1,78-2,60+9,68,65+3,53-8,84,77,62-1,66-1,60-4,85,58-1,71,70,67,86,51,71,91+1,56,79+1,68-4,,86+2,87-3,86,15,6,10,5,6,39.9
19,A. Sánchez,Alexis Sánchez,26,169,62,Chile,Arsenal,86,88,Right,4,3,4,High/High,Normal,"#Dribbler, #Engine, #Acrobat",LW,,2014-07-10,RS,87.0,83.0,88.0,39.0,73.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",76,85,60,80,78,88,78,77,73,87,89-1,85,91,84,87,82,72,86,64,80,80+4,42,85+2,78,77+4,,30,39,35,10,10,15,12,13,57.0
20,A. Sánchez,Alexis Sánchez,28,187,84,Argentina,Nueva Chicago,70,71,Left,1,2,1,Medium/Medium,Normal,,SUB,,2014-06-23,,,,,,,70.0,70.0,69.0,74.0,19.0,70.0,Puncher,20,18,17,24,19,20,13,14,22,20,23,16,23,62,25,23,34,18,68,14,13,10,10,44,25,,20,15,14,70,70,69,70,74,57.0
21,M. Reus,Marco Reus,26,180,75,Germany,Borussia Dortmund,86,88,Right,3,4,4,Medium/Medium,Lean,"#Speedster, #Dribbler, #FK Specialist, #Acrobat",SUB,,2012-07-01,SUB,90.0,84.0,86.0,39.0,64.0,,,,,,,"Injury Prone, Speed Dribbler (CPU AI Only)",85+4,83-2,51,87+1,82-4,87-1,90,87,79-1,85,89,91-1,89,87,82,84-1,70,73-3,65,86-3,47,50+13,87,84-1,86+3,,30+5,36+3,45+3,12,12,13,13,11,54.15
22,Sergio Busquets,Sergio Busquets,26,189,76,Spain,FC Barcelona,86,88,Right,4,3,3,Medium/Medium,Lean,#Tactician ,CDM,,2008-09-01,CDM,53.0,59.0,75.0,83.0,81.0,,,,,,,Diver,62,60,70,85+2,44,74,66,68,79+1,83,56-3,51-3,57,83-1,55,61,66,86,77,54,86,87-1,77,85,60,,83+5,86+2,80+1,5,8,13,9,13,49.4
23,T. Müller,Thomas Müller,25,186,75,Germany,FC Bayern München,86,88,Right,4,4,3,High/High,Lean,"#Engine, #Clinical Finisher",CF,,2008-08-10,RM,77.0,84.0,79.0,46.0,72.0,,,,,,,"Injury Free, Finesse Shot, Outside Foot Shot",79-5,89+1,82+2,83-2,83,78,81,59-1,77,81-1,76-3,78-5,75-3,91,73,74-4,81,90,68,80,57,58,94,85,90+1,,32,41,44,6,7,11,14,14,70.3
24,Diego Costa,Diego Costa,26,188,85,Spain,Chelsea,86,87,Right,4,4,3,High/Medium,Normal,#Strength,ST,,2014-07-15,ST,82.0,83.0,79.0,40.0,88.0,,,,,,,Diver,63,90,82,65,81,82,58,59,48,82,79,85,63,85,52-10,83,60,85,91,69,90,40,89,74,76,,28,39,34,11,13,12,8,11,57.0
25,Diego,Diego Costa,36,188,92,Brazil,Vitória de Setúbal,72,72,Left,1,2,1,Medium/Medium,Stocky,,SUB,,2015-07-04,,,,,,,71.0,76.0,68.0,71.0,33.0,75.0,GK Long Throw,15,11,10,29,13,19,15,13,29,20,32,33,32,67,31,24,68,29,78,11,23,13,15,39,11,,10,10,17,71,76,68,75,71,57.0
26,D. Alaba,David Alaba,23,180,76,Austria,FC Bayern München,85,88,Left,3,4,3,High/Medium,Normal,#Tactician ,LCB,,2010-02-10,SUB,86.0,72.0,83.0,84.0,72.0,,,,,,,Long Shot Taker (CPU AI Only),82-3,63,76+3,84-1,68+3,82+1,78,83,80+1,84,86,86,85-1,84,77,83+1,82+4,88,65,78,69,86+2,77+1,78+1,80+6,,83+4,85+3,85+6,5,7,14,15,9,45.98
27,H. Lloris,Hugo Lloris,28,188,78,France,Tottenham Hotspur,85,85,Left,3,1,1,Medium/Medium,Lean,,GK,,2012-08-01,GK,,,,,,87.0,82.0,68.0,88.0,64.0,81.0,Puncher,13-12,10-15,10-15,27,11-14,10-15,11-14,10-15,31,34,65,63,55,84,54,23,74,41,43,14-11,31,27,10-15,16-9,40,,12-13,10-15,18-7,87+1,82,68,81,88,23.94
28,D. Godín,Diego Godín,29,185,73,Uruguay,Atlético Madrid,85,85,Right,3,3,2,Medium/High,Lean,"#Aerial Threat, #Tackling , #Tactician , #Complete Defender",LCB,,2010-08-01,LCB,70.0,48.0,62.0,87.0,78.0,,,,,,,"Dives Into Tackles (CPU AI Only), Power Header",55,42,92+5,76+3,47,53,49,51,69,73+6,68-1,71-1,62,83+2,58,67,85,73,78,43,84,86,48,52,50,,86,86+2,89+2,6,8,15,5,15,34.2
29,A. Di María,Ángel Di María,27,180,75,Argentina,Paris Saint-Germain,85,85,Left,4,2,4,High/Medium,Lean,"#Dribbler, #Crosser, #Acrobat",LW,,2015-08-06,LW,88.0,79.0,86.0,49.0,70.0,,,,,,,"Diver, Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Flair, Chip Shot (CPU AI Only)",90-1,75,53,81,77,87,83,72,81,86,88,88,90,80,79,87,72,78,64,79,76,38-9,84,83,73,,37,63,61,10,7,11,12,11,65.55
30,Isco,Isco,23,176,74,Spain,Real Madrid,84,89,Right,3,3,4,High/Medium,Normal,#Dribbler,SUB,,2013-07-03,SUB,75.0,76.0,87.0,40.0,63.0,,,,,,,"Selfish, Finesse Shot, Playmaker (CPU AI Only), Outside Foot Shot, Technical Dribbler (CPU AI Only)",72,76,59-2,85-2,64+5,87,86+2,74,78-1,89,77-1,73-1,84-4,79,84,72-1,64,75+2,59,81-1,58,48+5,77-2,84-1,76,,25,43+20,37+11,10,8,12,15,6,51.3
31,F. Alarcón,Isco,25,189,85,Chile,CD Palestino,65,66,Right,1,2,2,Medium/Medium,Lean,,SUB,,2015-06-07,,52.0,28.0,37.0,64.0,76.0,,,,,,,Injury Free,30+1,20-5,72+1,57+1,15-10,38+1,26+1,12-13,51+1,32+1,48,55-6,33,54+1,46-27,48+1,80+4,64,82,21+1,75+1,63+1,45+1,33+1,38+1,,65+3,62+3,61+3,8+1,9+1,7+1,12+1,14+1,51.3
32,M. Verratti,Marco Verratti,22,165,60,Italy,Paris Saint-Germain,84,89,Right,3,4,4,High/High,Normal,"#Dribbler, #Acrobat",RCM,,2012-07-01,LCM,68.0,58.0,87.0,78.0,69.0,,,,,,,"Long Passer (CPU AI Only), Playmaker (CPU AI Only)",72+2,52+6,55,90+1,64,88-2,73-3,64-2,87-1,85,72-2,64-7,87,87+3,94,66,64,80-1,56-7,58,89,83+4,71,84,64,,78,82+2,74,12,12,15,15,10,39.9
33,Oscar,Oscar,23,179,67,Brazil,Chelsea,84,88,Right,3,3,4,Medium/High,Lean,#Acrobat,CAM,,2012-07-26,,79.0,75.0,84.0,43.0,47.0,,,,,,,"Beat Offside Trap, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",70,75,54,85,63,84,77,77,82,85,82-2,77-2,86,81,80,76,66,76,36,77,31,34,81,85,68,,37,50,47,12,10,15,12,12,44.46
34,Coutinho,Philippe Coutinho,23,171,68,Brazil,Liverpool,84,88,Right,3,4,4,High/Low,Lean,"#Dribbler, #Acrobat",CAM,,2013-01-30,CAM,82.0,74.0,87.0,33.0,56.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",74,70,47,85,75,87,84,72,78,88,89,77+2,91,75,91,79+8,59,73,55+6,80+7,35,30,76,87,64,,24,38,35,12,7,9,14,6,31.35
35,Jordi Alba,Jordi Alba,26,170,68,Spain,FC Barcelona,84,88,Left,3,3,3,High/Medium,Normal,"#Speedster, #Acrobat",LB,,2012-07-01,LB,92.0,69.0,82.0,80.0,75.0,,,,,,,,82+1,73,60-2,77-1,60,80,77,64,70-1,82+3,93,92,89,81-2,87,64,81,90-2,67,66,75-2,82,77,68,59,,79+3,84+2,82+3,13,15,13,6,13,34.2
36,M. Götze,Mario Götze,23,176,72,Germany,FC Bayern München,84,88,Right,3,4,4,Medium/Medium,Normal,"#Dribbler, #Acrobat",SUB,,2013-07-01,ST,72.0,73.0,88.0,32.0,62.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",76,78-3,54-1,85-1,83,88-2,80,74,75-1,90,76-3,68-7,87,85-2,84-1,68-2,70,68-3,64,62-4,48,53,84-2,84-1,65,,16-9,29,26,14,7,12,6,10,54.15
37,B. Leno,Bernd Leno,23,190,82,Germany,Bayer 04 Leverkusen,84,88,Right,2,4,1,Medium/Medium,Lean,,GK,,2012-01-01,,,,,,,84.0,84.0,81.0,85.0,49.0,83.0,,9-16,9-16,13-12,37+1,10-15,16-9,9-16,8-17,33,22-6,46,52,52,84+1,44,23-20,73,43,68,14-11,28,22,7-18,53+28,23,,8-17,15-10,18-7,84+1,84+2,81,83,85+1,18.24
38,A. Lacazette,Alexandre Lacazette,24,175,73,France,Olympique Lyonnais,84,88,Right,2,4,4,High/Medium,Normal,#Acrobat,RS,,2009-07-01,,88.0,85.0,85.0,34.0,73.0,,,,,,,"Diver, Flair, Speed Dribbler (CPU AI Only)",68,88+2,75+2,79+3,83+2,85,74,73,68+4,84+1,88,88,88+1,84+5,84-1,84+3,78+3,74-3,74,78,70,40,86+2,76,82,,23-2,29,30,11,6,9,5,6,28.5
39,G. Higuaín,Gonzalo Higuaín,27,184,82,Argentina,Napoli,84,86,Right,3,4,3,High/Medium,Normal,,LS,,2013-07-27,SUB,80.0,85.0,81.0,22.0,71.0,,,,,,,Outside Foot Shot,72,89,77+1,70,83+2,82+1,72,62,55,84+1,79,81-1,72,83+1,60,84+1,73,69-1,80,77+1,50,19-6,88+1,70,74-3,,15-10,15-10,10-15,5,12,7,5,10,49.4
40,M. Pjanić,Miralem Pjanic,25,180,74,Bosnia Herzegovina,Roma,84,86,Right,3,4,3,Medium/Medium,Normal,#Playmaker  ,SUB,,2011-08-31,,72.0,75.0,84.0,63.0,66.0,,,,,,,"Finesse Shot, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",77,70,61,89,71,83,81,86+1,85,89,72,72,76,83,78+8,79,66,76,60,84,67,67,77,88,79,,57,67,65,7,7,13,7,8,32.49
41,I. Rakitić,Ivan Rakitic,27,184,78,Croatia,FC Barcelona,84,85,Right,3,3,3,Medium/Medium,Normal,#Playmaker  ,RCM,,2014-06-24,,68.0,82.0,82.0,56.0,67.0,,,,,,,Finesse Shot,81-8,80,49,86+1,80,82+1,87,84,92+2,87+1,69,68-1,72,78,66,84-1,52,79,63,86+2,67,64+3,80,87,78,,51,61+2,50,14,11,12,5,9,39.9
42,B. Matuidi,Blaise Matuidi,28,175,70,France,Paris Saint-Germain,84,85,Left,3,3,2,High/High,Lean,"#Engine, #Tactician ",LCM,,2011-07-01,LCM,75.0,67.0,75.0,83.0,81.0,,,,,,,"Injury Free, Team Player",75,65,73,84,72,73,65,52,79,77,74-3,76-3,77-4,83,79,74,83+2,94,73-2,66,84,86,70,74,56,,82,84,83,8,11,5,10,14,27.36
43,Juan Mata,Juan Mata,27,170,63,Spain,Manchester United,84,84,Left,3,3,4,Medium/Medium,Lean,"#Playmaker  , #Acrobat",RM,,2014-01-25,SUB,71.0,75.0,87.0,27.0,55.0,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",83,77,66,86,71,85,82,81,78,88,80-3,63-3,90,87,89,74,72,79,43+2,72,52,39,84,88,71,,15-10,22,16-9,9,10,14,5,8,38.76
44,M. García,Juan Mata,26,188,77,Argentina,Rosario Central,63,64,Right,1,3,1,Medium/Medium,Lean,,SUB,,2013-07-01,,,,,,,65.0,59.0,56.0,68.0,45.0,59.0,,17-8,14-11,19-6,26+1,16-9,20-5,13-12,15-10,22+1,15-9,49,41,30,67+1,60,17-9,54,39,50,14-11,20-5,27+1,19-6,34+9,24+1,,20-5,17-8,18-7,65+1,59+1,56+1,59+1,68+1,38.76
45,N. Otamendi,Nicolás Otamendi,27,183,81,Argentina,Manchester City,84,84,Right,3,3,2,Medium/Medium,Normal,"#Tackling , #Tactician ",RCB,,2015-08-20,LCB,75.0,56.0,54.0,87.0,82.0,,,,,,,"Injury Free, Dives Into Tackles (CPU AI Only), Power Header",52-2,53-6,86+2,64-5,58,43-17,50,39-5,66+2,60-3,74,76,71,80,62-11,69,90,78,82-3,56-4,85+3,86,49-6,45-17,44,,87+2,86+1,88+3,12,5,8,11,12,28.5
46,A. Griezmann,Antoine Griezmann,24,176,67,France,Atlético Madrid,83,89,Left,3,3,4,High/Medium,Lean,#Acrobat,LS,,2014-07-29,LS,85.0,81.0,84.0,29.0,68.0,,,,,,,Speed Dribbler (CPU AI Only),82,85,78+2,77,83,86,84,70,75-1,82+1,86+1,84-1,89,82,70,79+2,79,75,62,78+4,69-1,35,87+1,74,64,,23,22,11-14,14,8,14,13,14,49.4
47,C. Eriksen,Christian Eriksen,23,177,71,Denmark,Tottenham Hotspur,83,87,Right,3,5,4,High/Medium,Normal,#FK Specialist,SUB,,2013-08-30,SUB,77.0,75.0,83.0,44.0,59.0,,,,,,,"Injury Free, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",84+1,75+2,52,84,69,84,85,86,82,85,81-3,74-4,77-1,81,79,78,57,87,51+4,77+1,44,45,75,85,67,,38,54,22,9,14,7,7,6,30.78
48,Koke,Koke,23,178,74,Spain,Atlético Madrid,83,87,Right,3,4,3,High/High,Normal,,LM,,2011-01-01,SUB,74.0,72.0,81.0,53.0,73.0,,,,,,,Playmaker (CPU AI Only),84,68,62,85-1,56,79,85,73,86+1,86,76-1,73-1,78,84,79,81,61,80-2,72,80+2,68,58-10,76,88,59,,50,51,48,14,12,5,10,13,57.0
49,A. Laporte,Aymeric Laporte,21,189,85,France,Athletic Club de Bilbao,83,87,Left,2,2,2,Medium/Medium,Lean,#Tackling ,LCB,,2012-10-01,,73.0,37.0,60.0,86.0,78.0,,,,,,,,32+1,26+1,85+3,70+2,31+1,55+12,52+2,77-1,79+1,70+1,71+6,74+5,49-9,81+3,55-1,71+1,77-7,72-2,83,28+1,72-7,85+1,35+1,49+1,36+1,,86+6,88+6,85+6,10,11,5,14,5,19.0
50,Marcelo,Marcelo,27,174,75,Brazil,Real Madrid,83,86,Left,3,4,3,High/Medium,Normal,,LB,,2007-01-01,LB,81.0,68.0,84.0,81.0,79.0,,,,,,,,85,66+2,69+6,79-1,54,83,80,67,76,86,78-1,83,79,85,84,83,77-2,81-1,75,65,86,83,67,70,59,,79+5,83+4,86+3,12,5,5,5,9,30.4
51,M. Silva,Marcelo,26,185,83,Uruguay,Real Valladolid CF,71,75,Right,1,3,2,Medium/Medium,Stocky,,RCB,,2015-07-22,,56.0,35.0,52.0,71.0,78.0,,,,,,,Dives Into Tackles (CPU AI Only),32+1,22+1,75+4,58+3,34+1,48+3,49+1,46+1,53+1,54+2,54,58-1,63+3,57+2,47,61+1,81+4,62,84+5,35+1,83+6,68+9,30+1,43+1,49+1,,70+8,73+9,71+3,6+1,12+1,7+1,6+1,14+1,30.4
52,R. Nainggolan,Radja Nainggolan,27,176,65,Belgium,Roma,83,85,Right,2,3,3,High/High,Stocky,"#Engine, #Tactician ",RCM,,2014-01-07,LCM,80.0,78.0,81.0,81.0,84.0,,,,,,,Long Shot Taker (CPU AI Only),73,75,59,85+3,75,79,73,68,82+3,84+1,82,78,81+2,83+2,84,83,76,94+4,78+5,83+1,90+2,87+3,83+3,76+1,63,,78+3,85+4,87+3,11,11,14,8,11,29.07
53,David Luiz,David Luiz,28,189,84,Brazil,Paris Saint-Germain,83,84,Right,4,3,3,High/Medium,Normal,,LCB,,2014-07-01,LCB,73.0,64.0,73.0,83.0,77.0,,,,,,,"Long Throw-in, Power Free-Kick, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",68,56,83,78,67,70,70,76,76,79,72-3,73-5,74-1,79+2,56,74,82+2,71-4,77,71,84,80,54+3,68,75,,81+1,85+3,84+2,11,12,10,7,14,33.06
54,L. Bonucci,Leonardo Bonucci,28,190,82,Italy,Juventus,83,83,Right,2,3,2,Medium/High,Lean,#Tackling ,RCB,,2010-07-01,RCB,71.0,50.0,67.0,85.0,81.0,,,,,,,"Power Free-Kick, Injury Free, Leadership, Long Passer (CPU AI Only)",48+10,38+3,84,73+2,55+10,64-1,60,61+20,77-2,73,65-4,75+2,65+4,82+4,55+2,69+4,85-2,75,83+2,59+14,84+5,83+2,39+1,66-3,61+15,,83+5,87+6,87+3,2,2,3,2,4,26.22
55,Pedro,Rui Patrício,27,167,62,Spain,Chelsea,83,83,Right,3,5,4,High/Medium,Normal,,RM,,2015-08-20,LM,82.0,76.0,84.0,37.0,62.0,,,,,,,,78,80,55,83,70,84,81,57,74,85,86,79-1,84,85,82,71,67,78,55+3,73,56,49,84,74,66,,30,32,31,5,11,12,15,9,18.81
